지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2017-01-01,9.8
100,대관령,2017-01-02,8.46
100,대관령,2017-01-03,10.32
100,대관령,2017-01-04,9.79
100,대관령,2017-01-05,1.59
100,대관령,2017-01-06,10.18
100,대관령,2017-01-07,9.05
100,대관령,2017-01-08,4.19
100,대관령,2017-01-09,10.28
100,대관령,2017-01-10,10.7
100,대관령,2017-01-11,11.26
100,대관령,2017-01-12,10.81
100,대관령,2017-01-13,8.59
100,대관령,2017-01-14,11.56
100,대관령,2017-01-15,11.73
100,대관령,2017-01-16,9.79
100,대관령,2017-01-17,10.75
100,대관령,2017-01-18,9.97
100,대관령,2017-01-19,11.31
100,대관령,2017-01-20,3.15
100,대관령,2017-01-21,11.99
100,대관령,2017-01-22,12.38
100,대관령,2017-01-23,12.96
100,대관령,2017-01-24,13.05
100,대관령,2017-01-25,13.67
100,대관령,2017-01-26,11.3
100,대관령,2017-01-27,13.01
100,대관령,2017-01-28,12.15
100,대관령,2017-01-29,1.93
100,대관령,2017-01-30,6.7
100,대관령,2017-01-31,7.49
100,대관령,2017-02-01,13.43
100,대관령,2017-02-02,14.61
100,대관령,2017-02-03,14.88
100,대관령,2017-02-04,10.45
100,대관령,2017-02-05,7.91
100,대관령,2017-02-06,14.02
100,대관령,2017-02-07,8.93
100,대관령,2017-02-08,7.98
100,대관령,2017-02-09,10.36
100,대관령,2017-02-10,14.9
100,대관령,2017-02-11,15.37
100,대관령,2017-02-12,15.7
100,대관령,2017-02-13,15.71
100,대관령,2017-02-14,15.1
100,대관령,2017-02-15,14.07
100,대관령,2017-02-16,15.78
100,대관령,2017-02-17,14.88
100,대관령,2017-02-18,14.31
100,대관령,2017-02-19,10.03
100,대관령,2017-02-20,16.35
100,대관령,2017-02-21,17.06
100,대관령,2017-02-22,4.19
100,대관령,2017-02-23,12.69
100,대관령,2017-02-24,17.87
100,대관령,2017-02-25,17.54
100,대관령,2017-02-26,17.45
100,대관령,2017-02-27,15.49
100,대관령,2017-02-28,17.26
100,대관령,2017-03-01,7.88
100,대관령,2017-03-02,4.94
100,대관령,2017-03-03,18.53
100,대관령,2017-03-04,17.61
100,대관령,2017-03-05,12.42
100,대관령,2017-03-06,17.37
100,대관령,2017-03-07,19.46
100,대관령,2017-03-08,17.6
100,대관령,2017-03-09,16.35
100,대관령,2017-03-10,19.33
100,대관령,2017-03-11,19.2
100,대관령,2017-03-12,10.35
100,대관령,2017-03-13,18.7
100,대관령,2017-03-14,6.85
100,대관령,2017-03-15,18.19
100,대관령,2017-03-16,19.27
100,대관령,2017-03-17,19.95
100,대관령,2017-03-18,14.78
100,대관령,2017-03-19,20.36
100,대관령,2017-03-20,9.91
100,대관령,2017-03-21,6.7
100,대관령,2017-03-22,20.82
100,대관령,2017-03-23,9.82
100,대관령,2017-03-24,14.86
100,대관령,2017-03-25,7
100,대관령,2017-03-26,9.72
100,대관령,2017-03-27,10.52
100,대관령,2017-03-28,19.07
100,대관령,2017-03-29,21.62
100,대관령,2017-03-30,19.73
100,대관령,2017-03-31,2.75
100,대관령,2017-04-01,7.36
100,대관령,2017-04-02,22.85
100,대관령,2017-04-03,23.29
100,대관령,2017-04-04,21.99
100,대관령,2017-04-05,6.5
100,대관령,2017-04-06,9.95
100,대관령,2017-04-07,22.04
100,대관령,2017-04-08,19.75
100,대관령,2017-04-09,7.98
100,대관령,2017-04-10,24.34
100,대관령,2017-04-11,16.79
100,대관령,2017-04-12,24.52
100,대관령,2017-04-13,24.29
100,대관령,2017-04-14,18.9
100,대관령,2017-04-15,21.91
100,대관령,2017-04-16,18.14
100,대관령,2017-04-17,2.68
100,대관령,2017-04-18,13.61
100,대관령,2017-04-19,25.99
100,대관령,2017-04-20,17.37
100,대관령,2017-04-21,21.89
100,대관령,2017-04-22,20.45
100,대관령,2017-04-23,26.51
100,대관령,2017-04-24,25.03
100,대관령,2017-04-25,22.67
100,대관령,2017-04-26,22.2
100,대관령,2017-04-27,23.75
100,대관령,2017-04-28,21.84
100,대관령,2017-04-29,26.18
100,대관령,2017-04-30,23.63
100,대관령,2017-05-01,27.13
100,대관령,2017-05-02,23.63
100,대관령,2017-05-03,25.19
100,대관령,2017-05-04,21.14
100,대관령,2017-05-05,24.41
100,대관령,2017-05-06,26.74
100,대관령,2017-05-07,27.43
100,대관령,2017-05-08,21.56
100,대관령,2017-05-09,8.89
100,대관령,2017-05-10,9.45
100,대관령,2017-05-11,24.3
100,대관령,2017-05-12,8.89
100,대관령,2017-05-13,20.2
100,대관령,2017-05-14,28.38
100,대관령,2017-05-15,12.06
100,대관령,2017-05-16,15.22
100,대관령,2017-05-17,23.84
100,대관령,2017-05-18,27.23
100,대관령,2017-05-19,28.08
100,대관령,2017-05-20,25.61
100,대관령,2017-05-21,27.62
100,대관령,2017-05-22,25.88
100,대관령,2017-05-23,15.63
100,대관령,2017-05-24,22.86
100,대관령,2017-05-25,25.52
100,대관령,2017-05-26,11.49
100,대관령,2017-05-27,24.97
100,대관령,2017-05-28,22.94
100,대관령,2017-05-29,26.24
100,대관령,2017-05-30,16.75
100,대관령,2017-05-31,17.09
100,대관령,2017-06-01,10.05
100,대관령,2017-06-02,28.04
100,대관령,2017-06-03,20.67
100,대관령,2017-06-04,24.99
100,대관령,2017-06-05,28.31
100,대관령,2017-06-06,10.31
100,대관령,2017-06-07,4.38
100,대관령,2017-06-08,29.95
100,대관령,2017-06-09,20.35
100,대관령,2017-06-10,23.8
100,대관령,2017-06-11,26.75
100,대관령,2017-06-12,20.16
100,대관령,2017-06-13,17.65
100,대관령,2017-06-14,27.93
100,대관령,2017-06-15,27.2
100,대관령,2017-06-16,23.85
100,대관령,2017-06-17,26.82
100,대관령,2017-06-18,23.47
100,대관령,2017-06-19,23.23
100,대관령,2017-06-20,22.78
100,대관령,2017-06-21,14.17
100,대관령,2017-06-22,22.74
100,대관령,2017-06-23,24.14
100,대관령,2017-06-24,10.45
100,대관령,2017-06-25,9.93
100,대관령,2017-06-26,9.18
100,대관령,2017-06-27,17.39
100,대관령,2017-06-28,20.45
100,대관령,2017-06-29,14.14
100,대관령,2017-06-30,23.79
100,대관령,2017-07-01,13.16
100,대관령,2017-07-02,4.96
100,대관령,2017-07-03,7.67
100,대관령,2017-07-04,13.59
100,대관령,2017-07-05,19.29
100,대관령,2017-07-06,26.46
100,대관령,2017-07-07,14.18
100,대관령,2017-07-08,8.66
100,대관령,2017-07-09,22.24
100,대관령,2017-07-10,4.39
100,대관령,2017-07-11,26.9
100,대관령,2017-07-12,27.07
100,대관령,2017-07-13,27.7
100,대관령,2017-07-14,23.56
100,대관령,2017-07-15,6.98
100,대관령,2017-07-16,10.54
100,대관령,2017-07-17,17.16
100,대관령,2017-07-18,23.15
100,대관령,2017-07-19,25.46
100,대관령,2017-07-20,26.96
100,대관령,2017-07-21,7.69
100,대관령,2017-07-22,9.96
100,대관령,2017-07-23,2.83
100,대관령,2017-07-24,8.89
100,대관령,2017-07-25,12.5
100,대관령,2017-07-26,26.2
100,대관령,2017-07-27,13.18
100,대관령,2017-07-28,5.12
100,대관령,2017-07-29,4.19
100,대관령,2017-07-30,20.12
100,대관령,2017-07-31,5.06
100,대관령,2017-08-01,18.51
100,대관령,2017-08-02,21.61
100,대관령,2017-08-03,23.11
100,대관령,2017-08-04,18.33
100,대관령,2017-08-05,20.64
100,대관령,2017-08-06,17.24
100,대관령,2017-08-07,23.14
100,대관령,2017-08-08,19.6
100,대관령,2017-08-09,4.8
100,대관령,2017-08-10,6.16
100,대관령,2017-08-11,7.02
100,대관령,2017-08-12,8.46
100,대관령,2017-08-13,5.8
100,대관령,2017-08-14,5.86
100,대관령,2017-08-15,3.27
100,대관령,2017-08-16,9.64
100,대관령,2017-08-17,5.61
100,대관령,2017-08-18,12.54
100,대관령,2017-08-19,10.38
100,대관령,2017-08-20,4.88
100,대관령,2017-08-21,7.39
100,대관령,2017-08-22,20
100,대관령,2017-08-23,7.75
100,대관령,2017-08-24,3.79
100,대관령,2017-08-25,23.27
100,대관령,2017-08-26,25.28
100,대관령,2017-08-27,14.93
100,대관령,2017-08-28,9.59
100,대관령,2017-08-29,20.98
100,대관령,2017-08-30,10.26
100,대관령,2017-08-31,15.32
100,대관령,2017-09-01,23.94
100,대관령,2017-09-02,22.77
100,대관령,2017-09-03,22.93
100,대관령,2017-09-04,19.12
100,대관령,2017-09-05,5.65
100,대관령,2017-09-06,6.41
100,대관령,2017-09-07,16.48
100,대관령,2017-09-08,21.52
100,대관령,2017-09-09,18.4
100,대관령,2017-09-10,9.25
100,대관령,2017-09-11,3.83
100,대관령,2017-09-12,19.53
100,대관령,2017-09-13,22.27
100,대관령,2017-09-14,20.1
100,대관령,2017-09-15,13.98
100,대관령,2017-09-16,6.04
100,대관령,2017-09-17,4.6
100,대관령,2017-09-18,16.58
100,대관령,2017-09-19,16.12
100,대관령,2017-09-20,21.4
100,대관령,2017-09-21,20.67
100,대관령,2017-09-22,18.51
100,대관령,2017-09-23,17.98
100,대관령,2017-09-24,18.76
100,대관령,2017-09-25,18.1
100,대관령,2017-09-26,16.27
100,대관령,2017-09-27,3.8
100,대관령,2017-09-28,16.53
100,대관령,2017-09-29,18.92
100,대관령,2017-09-30,18.83
100,대관령,2017-10-01,3.89
100,대관령,2017-10-02,4.39
100,대관령,2017-10-03,3.84
100,대관령,2017-10-04,11.84
100,대관령,2017-10-05,13.06
100,대관령,2017-10-06,2.92
100,대관령,2017-10-07,5.35
100,대관령,2017-10-08,14.42
100,대관령,2017-10-09,10.85
100,대관령,2017-10-10,7.39
100,대관령,2017-10-11,9.21
100,대관령,2017-10-12,3.83
100,대관령,2017-10-13,15.07
100,대관령,2017-10-14,16.52
100,대관령,2017-10-15,12.74
100,대관령,2017-10-16,12.17
100,대관령,2017-10-17,13.02
100,대관령,2017-10-18,3.44
100,대관령,2017-10-19,7.72
100,대관령,2017-10-20,16.15
100,대관령,2017-10-21,15.14
100,대관령,2017-10-22,1.76
100,대관령,2017-10-23,10.61
100,대관령,2017-10-24,14.83
100,대관령,2017-10-25,15.21
100,대관령,2017-10-26,12.9
100,대관령,2017-10-27,12.15
100,대관령,2017-10-28,9.31
100,대관령,2017-10-29,10.08
100,대관령,2017-10-30,14.83
100,대관령,2017-10-31,14.8
100,대관령,2017-11-01,2.73
100,대관령,2017-11-02,7.52
100,대관령,2017-11-03,6.53
100,대관령,2017-11-04,8.08
100,대관령,2017-11-05,13.9
100,대관령,2017-11-06,12.94
100,대관령,2017-11-07,11.26
100,대관령,2017-11-08,12.21
100,대관령,2017-11-09,12.61
100,대관령,2017-11-10,8.62
100,대관령,2017-11-11,12.98
100,대관령,2017-11-12,12.72
100,대관령,2017-11-13,8.03
100,대관령,2017-11-14,12.29
100,대관령,2017-11-15,11.93
100,대관령,2017-11-16,12.41
100,대관령,2017-11-17,5.51
100,대관령,2017-11-18,12.47
100,대관령,2017-11-19,12.36
100,대관령,2017-11-20,10.01
100,대관령,2017-11-21,12.84
100,대관령,2017-11-22,2.62
100,대관령,2017-11-23,9.6
100,대관령,2017-11-24,10.66
100,대관령,2017-11-25,9.24
100,대관령,2017-11-26,8.14
100,대관령,2017-11-27,11.31
100,대관령,2017-11-28,9.83
100,대관령,2017-11-29,10.43
100,대관령,2017-11-30,9.89
100,대관령,2017-12-01,11.11
100,대관령,2017-12-02,10.75
100,대관령,2017-12-03,7.73
100,대관령,2017-12-04,10.27
100,대관령,2017-12-05,10.85
100,대관령,2017-12-06,10.65
100,대관령,2017-12-07,9.09
100,대관령,2017-12-08,10.22
100,대관령,2017-12-09,10.22
100,대관령,2017-12-10,3.79
100,대관령,2017-12-11,10.31
100,대관령,2017-12-12,10.51
100,대관령,2017-12-13,10.33
100,대관령,2017-12-14,7.28
100,대관령,2017-12-15,5.53
100,대관령,2017-12-16,9.35
100,대관령,2017-12-17,10.34
100,대관령,2017-12-18,7.31
100,대관령,2017-12-19,10.09
100,대관령,2017-12-20,9.14
100,대관령,2017-12-21,9.91
100,대관령,2017-12-22,9.07
100,대관령,2017-12-23,8.42
100,대관령,2017-12-24,1.6
100,대관령,2017-12-25,10.9
100,대관령,2017-12-26,10.3
100,대관령,2017-12-27,10.57
100,대관령,2017-12-28,9.93
100,대관령,2017-12-29,8.14
100,대관령,2017-12-30,6.94
100,대관령,2017-12-31,10.14
